Date,Open,High,Low,Close,Adj Close,Volume
10/6/2022,156.399994,158,154.820007,155.190002,155.190002,4254600
10/7/2022,152.509995,154.600006,148.960007,154.410004,154.410004,7783500
10/8/2022,152.509995,154.600006,148.960007,154.01,154.01,7783500
10/9/2022,152.509995,154.600006,148.960007,153.61,153.61,7783500
10/10/2022,155.889999,156.449997,152.149994,153.210007,153.210007,5310500
10/11/2022,151.529999,154.589996,151.080002,152.080002,152.080002,6045600
10/12/2022,152.070007,155.039993,151.649994,152.889999,152.889999,2468100
10/13/2022,150.440002,158.039993,148.929993,156.25,156.25,2993400
10/14/2022,156.880005,158.410004,154.910004,156.960007,156.960007,2269800
10/15/2022,156.880005,158.410004,154.910004,156.97,156.97,2269800
10/16/2022,156.880005,158.410004,154.910004,156.97,156.97,2269800
10/17/2022,158.279999,159.869995,155.399994,156.979996,156.979996,3187000
10/18/2022,160.690002,161.419998,155.059998,156.300003,156.300003,3136200
10/19/2022,155.720001,156.699997,151.559998,152.960007,152.960007,3433700
10/20/2022,152.949997,155.399994,149.869995,150.139999,150.139999,3652100
10/21/2022,150.190002,153.860001,149.639999,153.229996,153.229996,6074900
10/22/2022,150.190002,153.860001,149.639999,153.74,153.74,6074900
10/23/2022,150.190002,153.860001,149.639999,154.25,154.25,6074900
10/24/2022,152.190002,156.490005,151.429993,154.759995,154.759995,2857600
10/25/2022,155.889999,157.330002,154.850006,155.800003,155.800003,3077700
10/26/2022,156.380005,159.169998,155.580002,157.960007,157.960007,3733800
10/27/2022,158.940002,160.300003,156.630005,156.910004,156.910004,1646700
10/28/2022,157.539993,160.529999,155.770004,160.369995,160.369995,2568600
10/29/2022,157.539993,160.529999,155.770004,160.34,160.34,2568600
10/30/2022,157.539993,160.529999,155.770004,160.31,160.31,2568600
10/31/2022,159.020004,162.229996,158.619995,160.279999,160.279999,1911000
11/1/2022,161.949997,162.550003,156.710007,158.190002,158.190002,2199500
11/2/2022,156.779999,160.199997,154.320007,154.559998,154.559998,2281900
11/3/2022,153,156.199997,151.339996,154.919998,154.919998,6053200
11/4/2022,157.220001,158.899994,154.100006,156.660004,156.660004,1473800
