Date,Open,High,Low,Close,Adj Close,Volume
10/6/2022,124.879997,125.300003,121.769997,122.230003,120.789848,5074600
10/7/2022,121.5,121.800003,118.07,118.82,117.420021,4499700
10/8/2022,121.5,121.800003,118.07,118.46,118.46,4499700
10/9/2022,121.5,121.800003,118.07,118.11,118.11,4499700
10/10/2022,119.790001,119.959999,117.040001,117.75,116.362625,5990000
10/11/2022,117.459999,119.230003,116.940002,117.800003,116.412041,4043100
10/12/2022,118,118.809998,117.199997,117.57,116.184746,3338800
10/13/2022,116.099998,122.150002,115.550003,121.790001,120.355026,5837500
10/14/2022,121.800003,122.540001,119.839996,120.040001,118.625648,3762400
10/15/2022,121.800003,122.540001,119.839996,120.53,120.53,3762400
10/16/2022,121.800003,122.540001,119.839996,121.03,121.03,3762400
10/17/2022,121.800003,122.879997,121.43,121.519997,120.088203,5458600
10/18/2022,123,123.940002,121.82,122.940002,121.491478,5120300
10/19/2022,122.360001,123.940002,121.989998,122.510002,121.066544,5906600
10/20/2022,126.25,128.960007,125.150002,128.300003,126.78833,13623100
10/21/2022,128.389999,130.850006,127.589996,129.899994,128.369461,7201300
10/22/2022,128.389999,130.850006,127.589996,130.83,130.83,7201300
10/23/2022,128.389999,130.850006,127.589996,131.76,131.76,7201300
10/24/2022,130.899994,133.110001,129.850006,132.690002,131.126602,5610900
10/25/2022,132,133.300003,131.300003,132.929993,131.36377,5957600
10/26/2022,133.720001,135.860001,132.809998,135.009995,133.419266,5139000
10/27/2022,135.550003,136.399994,134.449997,134.770004,133.182098,3993200
10/28/2022,135.559998,138.860001,135.220001,138.509995,136.878021,5965500
10/29/2022,135.559998,138.860001,135.220001,138.44,138.44,5965500
10/30/2022,135.559998,138.860001,135.220001,138.37,138.37,5965500
10/31/2022,138.059998,138.770004,136.600006,138.289993,136.660614,4915300
11/1/2022,138.25,138.649994,136.699997,138.199997,136.571671,3590600
11/2/2022,137.75,140.169998,136.800003,136.830002,135.217819,5360500
11/3/2022,136.419998,136.479996,133.970001,134.470001,132.885635,4442400
11/4/2022,135.649994,137.729996,134.940002,136.960007,135.346298,4176600
