Date,Open,High,Low,Close,Adj Close,Volume
10/6/2022,66.330002,66.809998,65.220001,65.300003,64.966042,6992000
10/7/2022,64.489998,64.620003,62.740002,63.290001,62.96632,7137900
10/8/2022,64.489998,64.620003,62.740002,63.05,63.05,7137900
10/9/2022,64.489998,64.620003,62.740002,62.81,62.81,7137900
10/10/2022,63.610001,63.900002,62.02,62.57,62.25,6407200
10/11/2022,61.849998,63.099998,61.650002,62.41,62.41,7376900
10/12/2022,62.619999,64.279999,62.169998,63.779999,63.779999,9008600
10/13/2022,62.48,65.709999,62.27,65.199997,65.199997,10147100
10/14/2022,65.720001,66.610001,64.209999,64.309998,64.309998,8044500
10/15/2022,65.720001,66.610001,64.209999,65.21,65.21,8044500
10/16/2022,65.720001,66.610001,64.209999,66.12,66.12,8044500
10/17/2022,65.879997,67.57,65.870003,67.019997,67.019997,11368300
10/18/2022,68,68.580002,66.330002,67.029999,67.029999,6688600
10/19/2022,66.489998,67.190002,65.779999,66.300003,66.300003,5506000
10/20/2022,67.529999,69.919998,67.190002,69.25,69.25,17600500
10/21/2022,71.029999,72.790001,70.309998,72.699997,72.699997,15652600
10/22/2022,71.029999,72.790001,70.309998,72.77,72.77,15652600
10/23/2022,71.029999,72.790001,70.309998,72.84,72.84,15652600
10/24/2022,72.93,73.690002,71.779999,72.919998,72.919998,11489400
10/25/2022,73.449997,74.110001,72.610001,73.139999,73.139999,9137700
10/26/2022,72.610001,75.720001,72.550003,74.82,74.82,10693600
10/27/2022,74.75,75.879997,74.550003,75.150002,75.150002,7053000
10/28/2022,75.300003,77.68,75.300003,77.360001,77.360001,8758100
10/29/2022,75.300003,77.68,75.300003,77.59,77.59,8758100
10/30/2022,75.300003,77.68,75.300003,77.8,77.8,8758100
10/31/2022,76.5,78.330002,76.400002,78.07,78.07,12349000
11/1/2022,78.599998,79.230003,76.339996,77.110001,77.110001,7753000
11/2/2022,76.650002,77.43,75.010002,75.120003,75.120003,7524300
11/3/2022,74.720001,75.690002,74.050003,75.029999,75.029999,6761200
11/4/2022,75.940002,76.669998,74.239998,76,76,7218600
