Date,Open,High,Low,Close,Adj Close,Volume
10/6/2022,145.81,147.54,145.22,145.43,145.19,68402200
10/7/2022,142.539993,143.100006,139.449997,140.089996,139.857986,85925600
10/8/2022,142.539993,143.100006,139.449997,140.2,140.2,85925600
10/9/2022,142.539993,143.100006,139.449997,140.31,140.31,85925600
10/10/2022,140.419998,141.889999,138.570007,140.419998,140.187439,74899000
10/11/2022,139.899994,141.350006,138.220001,138.979996,138.749832,77033700
10/12/2022,139.130005,140.360001,138.160004,138.339996,138.110886,70433700
10/13/2022,134.990005,143.589996,134.369995,142.990005,142.753204,113224000
10/14/2022,144.309998,144.520004,138.190002,138.380005,138.150833,88598000
10/15/2022,144.309998,144.520004,138.190002,139.72,139.72,88598000
10/16/2022,144.309998,144.520004,138.190002,141.06,141.06,88598000
10/17/2022,141.070007,142.899994,140.270004,142.410004,142.174164,85250900
10/18/2022,145.490005,146.699997,140.610001,143.75,143.511932,99136600
10/19/2022,141.690002,144.949997,141.5,143.860001,143.62175,61758300
10/20/2022,143.020004,145.889999,142.649994,143.389999,143.152527,64522000
10/21/2022,142.869995,147.850006,142.649994,147.270004,147.026108,86548600
10/22/2022,142.869995,147.850006,142.649994,147.99,147.99,86548600
10/23/2022,142.869995,147.850006,142.649994,148.73,148.73,86548600
10/24/2022,147.190002,150.229996,146,149.449997,149.202484,75981900
10/25/2022,150.089996,152.490005,149.360001,152.339996,152.087708,74732300
10/26/2022,150.960007,151.990005,148.039993,149.350006,149.102661,88194300
10/27/2022,148.070007,149.050003,144.130005,144.800003,144.560196,109180200
10/28/2022,148.199997,157.5,147.820007,155.740005,155.482086,164762400
10/29/2022,148.199997,157.5,147.820007,154.94,154.94,164762400
10/30/2022,148.199997,157.5,147.820007,154.14,154.14,164762400
10/31/2022,153.160004,154.240005,151.919998,153.339996,153.086044,97943200
11/1/2022,155.080002,155.449997,149.130005,150.649994,150.400497,80379300
11/2/2022,148.949997,152.169998,145,145.029999,144.78981,93604600
11/3/2022,142.059998,142.800003,138.75,138.880005,138.650009,97918500
11/4/2022,142.089996,142.669998,134.380005,138.380005,138.380005,140716700
