Date,Open,High,Low,Close,Adj Close,Volume
10/6/2022,239.44,244.58,235.35,238.13,238.13,69298400
10/7/2022,233.940002,234.570007,222.020004,223.070007,223.070007,83916800
10/8/2022,233.940002,234.570007,222.020004,223.04,223.04,83916800
10/9/2022,233.940002,234.570007,222.020004,223.01,223.01,83916800
10/10/2022,223.929993,226.990005,218.360001,222.960007,222.960007,67925000
10/11/2022,220.949997,225.75,215,216.5,216.5,77013200
10/12/2022,215.330002,219.300003,211.509995,217.240005,217.240005,66860700
10/13/2022,208.300003,222.990005,206.220001,221.720001,221.720001,91483000
10/14/2022,224.009995,226.259995,204.160004,204.990005,204.990005,94124500
10/15/2022,224.009995,226.259995,204.160004,209.78,209.78,94124500
10/16/2022,224.009995,226.259995,204.160004,214.56,214.56,94124500
10/17/2022,210.039993,221.860001,209.449997,219.350006,219.350006,79428800
10/18/2022,229.5,229.820007,217.25,220.190002,220.190002,75891900
10/19/2022,219.800003,222.929993,217.779999,222.039993,222.039993,66571500
10/20/2022,208.279999,215.550003,202,207.279999,207.279999,117798100
10/21/2022,206.419998,214.660004,203.800003,214.440002,214.440002,75713800
10/22/2022,206.419998,214.660004,203.800003,213.38,213.38,75713800
10/23/2022,206.419998,214.660004,203.800003,212.32,212.32,75713800
10/24/2022,205.820007,213.5,198.589996,211.25,211.25,100446800
10/25/2022,210.100006,224.350006,210,222.419998,222.419998,96507900
10/26/2022,219.399994,230.600006,218.199997,224.639999,224.639999,85012500
10/27/2022,229.770004,233.809998,222.850006,225.089996,225.089996,61638800
10/28/2022,225.399994,228.860001,216.350006,228.520004,228.520004,69152400
10/29/2022,225.399994,228.860001,216.350006,228.19,228.19,69152400
10/30/2022,225.399994,228.860001,216.350006,227.87,227.87,69152400
10/31/2022,226.190002,229.850006,221.940002,227.539993,227.539993,61554300
11/1/2022,234.050003,237.399994,227.279999,227.820007,227.820007,62688800
11/2/2022,226.039993,227.869995,214.820007,214.979996,214.979996,63070300
11/3/2022,211.360001,221.199997,210.139999,215.309998,215.309998,56538800
11/4/2022,222.600006,223.800003,203.080002,207.470001,207.470001,98453100
