Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,142.179993,142.520004,135.279999,139.750000,134.300720,4418600
2020-03-03,140.000000,142.169998,132.559998,133.089996,127.900398,4373300
2020-03-04,135.059998,136.460007,132.179993,136.410004,131.090958,2854700
2020-03-05,132.009995,133.139999,128.750000,129.929993,124.863625,3150000
2020-03-06,125.750000,130.649994,123.790001,127.680000,123.318291,3886300
2020-03-09,120.400002,121.580002,113.849998,115.699997,111.747543,4048100
2020-03-10,120.139999,121.750000,113.870003,120.669998,116.547752,3564900
2020-03-11,117.389999,118.300003,108.529999,111.010002,107.217751,4746400
2020-03-12,103.199997,105.180000,96.199997,97.000000,93.686356,5156500
2020-03-13,102.459999,106.680000,96.000000,106.629997,102.987381,4275000
2020-03-16,92.000000,99.870003,90.489998,90.489998,87.398735,4417400
2020-03-17,92.900002,100.150002,88.690002,94.959999,91.716049,5548700
2020-03-18,90.389999,100.699997,89.800003,99.680000,96.274803,6997700
2020-03-19,98.849998,116.160004,97.370003,111.680000,107.864876,4646900
2020-03-20,113.879997,118.699997,106.589996,111.059998,107.266029,4479200
2020-03-23,110.940002,115.050003,107.250000,111.760002,107.942131,3933900
2020-03-24,118.000000,121.800003,115.430000,120.040001,115.939278,3014400
2020-03-25,121.360001,126.940002,114.930000,118.309998,114.268379,4133200
2020-03-26,119.360001,127.000000,119.010002,125.599998,121.309334,2713900
2020-03-27,120.050003,124.349998,116.000000,120.580002,116.460823,2619400
2020-03-30,122.379997,125.610001,119.250000,124.309998,120.063416,2281000
2020-03-31,122.500000,124.849998,119.260002,121.260002,117.117607,2643800
2020-04-01,116.010002,118.750000,112.300003,113.480003,109.603386,2569600
2020-04-02,112.529999,117.300003,111.589996,116.639999,112.655434,2336100
2020-04-03,115.239998,116.000000,107.690002,109.220001,105.488907,3205200
2020-04-06,113.040001,119.809998,113.010002,119.019997,114.954117,3512600
2020-04-07,124.910004,125.480003,115.750000,115.949997,111.988998,3189300
2020-04-08,123.000000,127.230003,119.919998,125.540001,121.251381,5576500
2020-04-09,129.610001,130.000000,120.160004,122.290001,118.112411,4745600
2020-04-13,125.190002,125.190002,121.739998,123.529999,119.310059,2821800
2020-04-14,125.739998,126.980003,122.050003,125.080002,120.807114,3084200
2020-04-15,121.690002,121.690002,118.150002,119.900002,115.804062,2945000
2020-04-16,119.730003,121.000000,117.120003,119.080002,115.012062,2238700
2020-04-17,121.000000,124.959999,120.730003,124.849998,120.584953,2464000
2020-04-20,122.529999,125.669998,121.830002,122.639999,118.450462,2242000
2020-04-21,120.629997,122.180000,119.620003,120.480003,116.364243,1605600
2020-04-22,122.519997,122.970001,118.449997,118.540001,114.490524,2082500
2020-04-23,118.639999,122.419998,118.500000,120.879997,116.750587,2021100
2020-04-24,121.410004,123.190002,119.480003,123.059998,118.856102,2111000
2020-04-27,124.160004,128.500000,122.320000,127.290001,122.941612,2395900
2020-04-28,129.809998,129.889999,125.160004,127.739998,123.376236,2738700
2020-04-29,130.000000,131.800003,128.460007,129.479996,125.056786,2172500
2020-04-30,127.930000,127.930000,125.750000,126.769997,122.439369,1970400
2020-05-01,124.519997,124.559998,117.500000,118.199997,114.162132,3141800
2020-05-04,117.120003,117.559998,114.610001,115.849998,111.892418,2410400
2020-05-05,117.830002,120.120003,117.129997,117.669998,113.650246,1703100
2020-05-06,118.889999,119.419998,115.080002,115.120003,111.187355,1917100
2020-05-07,116.940002,118.870003,116.150002,116.739998,112.752007,1842100
2020-05-08,118.250000,120.889999,118.180000,120.440002,116.325630,1770900
2020-05-11,118.389999,119.370003,116.279999,117.559998,113.544006,1863500
2020-05-12,118.000000,118.110001,113.080002,113.139999,109.274994,1979400
2020-05-13,113.080002,113.150002,108.250000,109.339996,105.604790,2905900
2020-05-14,107.360001,109.180000,103.400002,109.110001,105.382668,3254700
